Mod:Item:MetaData, Localized Name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
structurelib:item.structurelib.frontRotationTool, 正面旋转扳手 (StructureLib)
structurelib:item.structurelib.constructableTrigger, 多方块结构全息投影仪
modularui2:test_item, item.test_item.name
gregtech:gt.integrated_circuit:0, Programmed Circuit
gregtech:gt.metaitem.01:2006, Lithium Dust
gregtech:gt.metaitem.01:2008, Beryllium Dust
gregtech:gt.metaitem.01:2009, Boron Dust
gregtech:gt.metaitem.01:2010, Carbon Dust
gregtech:gt.metaitem.01:2017, Sodium Dust
gregtech:gt.metaitem.01:2018, Magnesium Dust
gregtech:gt.metaitem.01:2019, Aluminium Dust
gregtech:gt.metaitem.01:2020, Raw Silicon Dust
gregtech:gt.metaitem.01:2021, Phosphorus Dust
gregtech:gt.metaitem.01:2022, Sulfur Dust
gregtech:gt.metaitem.01:2025, Potassium Dust
gregtech:gt.metaitem.01:2026, Calcium Dust
gregtech:gt.metaitem.01:2027, Scandium Dust
gregtech:gt.metaitem.01:2028, Titanium Dust
gregtech:gt.metaitem.01:2029, Vanadium Dust
gregtech:gt.metaitem.01:2030, Chrome Dust
gregtech:gt.metaitem.01:2031, Manganese Dust
gregtech:gt.metaitem.01:2032, Iron Dust
gregtech:gt.metaitem.01:2033, Cobalt Dust
gregtech:gt.metaitem.01:2034, Nickel Dust
gregtech:gt.metaitem.01:2035, Copper Dust
gregtech:gt.metaitem.01:2036, Zinc Dust
gregtech:gt.metaitem.01:2037, Gallium Dust
gregtech:gt.metaitem.01:2039, Arsenic Dust
gregtech:gt.metaitem.01:2043, Rubidium Dust
gregtech:gt.metaitem.01:2044, Strontium Dust
gregtech:gt.metaitem.01:2045, Yttrium Dust
gregtech:gt.metaitem.01:2047, Niobium Dust
gregtech:gt.metaitem.01:2048, Molybdenum Dust
gregtech:gt.metaitem.01:2052, Palladium Dust
gregtech:gt.metaitem.01:2054, Silver Dust
gregtech:gt.metaitem.01:2055, Cadmium Dust
gregtech:gt.metaitem.01:2056, Indium Dust
gregtech:gt.metaitem.01:2057, Tin Dust
gregtech:gt.metaitem.01:2058, Antimony Dust
gregtech:gt.metaitem.01:2059, Tellurium Dust
gregtech:gt.metaitem.01:2062, Caesium Dust
gregtech:gt.metaitem.01:2063, Barium Dust
gregtech:gt.metaitem.01:2064, Lanthanum Dust
gregtech:gt.metaitem.01:2065, Cerium Dust
gregtech:gt.metaitem.01:2066, Praseodymium Dust
gregtech:gt.metaitem.01:2067, Neodymium Dust
gregtech:gt.metaitem.01:2068, Promethium Dust
gregtech:gt.metaitem.01:2069, Samarium Dust
gregtech:gt.metaitem.01:2070, Europium Dust
gregtech:gt.metaitem.01:2071, Gadolinium Dust
gregtech:gt.metaitem.01:2072, Terbium Dust
gregtech:gt.metaitem.01:2073, Dysprosium Dust
gregtech:gt.metaitem.01:2074, Holmium Dust
gregtech:gt.metaitem.01:2075, Erbium Dust
gregtech:gt.metaitem.01:2076, Thulium Dust
gregtech:gt.metaitem.01:2077, Ytterbium Dust
gregtech:gt.metaitem.01:2078, Lutetium Dust
gregtech:gt.metaitem.01:2080, Tantalum Dust
gregtech:gt.metaitem.01:2081, Tungsten Dust
gregtech:gt.metaitem.01:2083, Osmium Dust
gregtech:gt.metaitem.01:2084, Iridium Dust
gregtech:gt.metaitem.01:2085, Platinum Dust
gregtech:gt.metaitem.01:2086, Gold Dust
gregtech:gt.metaitem.01:2089, Lead Dust
gregtech:gt.metaitem.01:2090, Bismuth Dust
gregtech:gt.metaitem.01:2096, Thorium Dust
gregtech:gt.metaitem.01:2097, Uranium 235 Dust
gregtech:gt.metaitem.01:2098, Uranium 238 Dust
gregtech:gt.metaitem.01:2100, Plutonium 239 Dust
gregtech:gt.metaitem.01:2101, Plutonium 241 Dust
gregtech:gt.metaitem.01:2103, Americium Dust
gregtech:gt.metaitem.01:2110, Raw Tengam Dust
gregtech:gt.metaitem.01:2111, Purified Tengam Dust
gregtech:gt.metaitem.01:2112, Attuned Tengam Dust
gregtech:gt.metaitem.01:2129, Neutronium Dust
gregtech:gt.metaitem.01:2131, Superconductor Base UIV Dust
gregtech:gt.metaitem.01:2134, Superconductor Base UMV Dust
gregtech:gt.metaitem.01:2139, Universium Dust
gregtech:gt.metaitem.01:2141, Eternity Dust
gregtech:gt.metaitem.01:2143, Magmatter Dust
gregtech:gt.metaitem.01:2147, Six-Phased Copper Dust
gregtech:gt.metaitem.01:2148, Mellion Dust
gregtech:gt.metaitem.01:2149, Creon Dust
gregtech:gt.metaitem.01:2201, Manasteel Dust
gregtech:gt.metaitem.01:2202, Terrasteel Dust
gregtech:gt.metaitem.01:2203, Elven Elementium Dust
gregtech:gt.metaitem.01:2204, Livingrock Dust
gregtech:gt.metaitem.01:2205, Gaia Spirit Dust
gregtech:gt.metaitem.01:2206, Livingwood Dust
gregtech:gt.metaitem.01:2207, Dreamwood Dust
gregtech:gt.metaitem.01:2208, Mana Diamond Dust
gregtech:gt.metaitem.01:2209, Dragonstone Dust
gregtech:gt.metaitem.01:2241, Platinum Group Sludge Dust
gregtech:gt.metaitem.01:2299, Stone Dust
gregtech:gt.metaitem.01:2300, Bronze Dust
gregtech:gt.metaitem.01:2301, Brass Dust
gregtech:gt.metaitem.01:2302, Invar Dust
gregtech:gt.metaitem.01:2303, Electrum Dust
gregtech:gt.metaitem.01:2304, Wrought Iron Dust
gregtech:gt.metaitem.01:2305, Steel Dust
gregtech:gt.metaitem.01:2306, Stainless Steel Dust
gregtech:gt.metaitem.01:2307, Pig Iron Dust
gregtech:gt.metaitem.01:2308, Red Alloy Dust
gregtech:gt.metaitem.01:2309, Blue Alloy Dust
gregtech:gt.metaitem.01:2310, Cupronickel Dust
gregtech:gt.metaitem.01:2311, Nichrome Dust
gregtech:gt.metaitem.01:2312, Kanthal Dust
gregtech:gt.metaitem.01:2313, Magnalium Dust
gregtech:gt.metaitem.01:2314, Soldering Alloy Dust
gregtech:gt.metaitem.01:2315, Battery Alloy Dust
gregtech:gt.metaitem.01:2316, Tungstensteel Dust
gregtech:gt.metaitem.01:2317, Osmiridium Dust
gregtech:gt.metaitem.01:2318, Sunnarium Dust
gregtech:gt.metaitem.01:2319, Adamantium Dust
gregtech:gt.metaitem.01:2320, Fluxed Electrum Dust
gregtech:gt.metaitem.01:2321, Enderium Dust
gregtech:gt.metaitem.01:2323, Infused Gold Dust
gregtech:gt.metaitem.01:2324, Naquadah Dust
gregtech:gt.metaitem.01:2325, Naquadah Alloy Dust
gregtech:gt.metaitem.01:2326, Enriched Naquadah Dust
gregtech:gt.metaitem.01:2327, Naquadria Dust
gregtech:gt.metaitem.01:2328, Duranium Dust
gregtech:gt.metaitem.01:2329, Tritanium Dust
gregtech:gt.metaitem.01:2330, Thaumium Dust
gregtech:gt.metaitem.01:2331, Mithril Dust
gregtech:gt.metaitem.01:2333, Astral Silver Dust
gregtech:gt.metaitem.01:2334, Black Steel Dust
gregtech:gt.metaitem.01:2335, Damascus Steel Dust
gregtech:gt.metaitem.01:2336, Shadow Iron Dust
gregtech:gt.metaitem.01:2337, Shadow Steel Dust
gregtech:gt.metaitem.01:2338, Ironwood Dust
gregtech:gt.metaitem.01:2339, Steeleaf Dust
gregtech:gt.metaitem.01:2340, Meteoric Iron Dust
gregtech:gt.metaitem.01:2341, Meteoric Steel Dust
gregtech:gt.metaitem.01:2342, Deep Dark Iron Dust
gregtech:gt.metaitem.01:2343, Cobalt Brass Dust
gregtech:gt.metaitem.01:2344, Ultimet Dust
gregtech:gt.metaitem.01:2345, Annealed Copper Dust
gregtech:gt.metaitem.01:2346, Fiery Steel Dust
gregtech:gt.metaitem.01:2347, Firestone Dust
gregtech:gt.metaitem.01:2348, Red Steel Dust
gregtech:gt.metaitem.01:2349, Blue Steel Dust
gregtech:gt.metaitem.01:2350, Sterling Silver Dust
gregtech:gt.metaitem.01:2351, Rose Gold Dust
gregtech:gt.metaitem.01:2352, Black Bronze Dust
gregtech:gt.metaitem.01:2353, Bismuth Bronze Dust
gregtech:gt.metaitem.01:2354, Magnetic Iron Dust
gregtech:gt.metaitem.01:2355, Magnetic Steel Dust
gregtech:gt.metaitem.01:2356, Magnetic Neodymium Dust
gregtech:gt.metaitem.01:2357, Vanadium-Gallium Dust
gregtech:gt.metaitem.01:2358, Yttrium Barium Cuprate Dust
gregtech:gt.metaitem.01:2359, Niobium Nitride Dust
gregtech:gt.metaitem.01:2360, Niobium-Titanium Dust
gregtech:gt.metaitem.01:2361, Chromium Dioxide Dust
gregtech:gt.metaitem.01:2362, Knightmetal Dust
gregtech:gt.metaitem.01:2363, Tin Alloy Dust
gregtech:gt.metaitem.01:2364, Dark Steel Dust
gregtech:gt.metaitem.01:2365, Electrical Steel Dust
gregtech:gt.metaitem.01:2366, Energetic Alloy Dust
gregtech:gt.metaitem.01:2367, Vibrant Alloy Dust
gregtech:gt.metaitem.01:2368, Shadow Metal Dust
gregtech:gt.metaitem.01:2369, Conductive Iron Dust
gregtech:gt.metaitem.01:2370, Tungstencarbide Dust
gregtech:gt.metaitem.01:2371, Vanadiumsteel Dust
gregtech:gt.metaitem.01:2372, HSS-G Dust
gregtech:gt.metaitem.01:2373, HSS-E Dust
gregtech:gt.metaitem.01:2374, HSS-S Dust
gregtech:gt.metaitem.01:2375, Rutile Dust
gregtech:gt.metaitem.01:2377, Magnesiumchloride Dust
gregtech:gt.metaitem.01:2378, Pulsating Iron Dust
gregtech:gt.metaitem.01:2379, Soularium Dust
gregtech:gt.metaitem.01:2380, Enderium Base Dust
gregtech:gt.metaitem.01:2381, Redstone Alloy Dust
gregtech:gt.metaitem.01:2382, Ardite Dust
gregtech:gt.metaitem.01:2383, Reinforced Dust
gregtech:gt.metaitem.01:2384, Galgadorian Dust
gregtech:gt.metaitem.01:2385, Enhanced Galgadorian Dust
gregtech:gt.metaitem.01:2386, Manyullyn Dust
gregtech:gt.metaitem.01:2387, Mytryl Dust
gregtech:gt.metaitem.01:2388, Black Plutonium Dust
gregtech:gt.metaitem.01:2389, Callisto Ice Dust
gregtech:gt.metaitem.01:2390, Ledox Dust
gregtech:gt.metaitem.01:2391, Quantium Dust
gregtech:gt.metaitem.01:2392, Duralumin Dust
gregtech:gt.metaitem.01:2393, Oriharukon Dust
gregtech:gt.metaitem.01:2394, Infinity Catalyst Dust
gregtech:gt.metaitem.01:2395, Bedrockium Dust
gregtech:gt.metaitem.01:2396, Unstable Dust
gregtech:gt.metaitem.01:2397, Infinity Dust
gregtech:gt.metaitem.01:2398, Mysterious Crystal Dust
gregtech:gt.metaitem.01:2399, Magnetic Samarium Dust
gregtech:gt.metaitem.01:2400, Alumite Dust
gregtech:gt.metaitem.01:2401, End Steel Dust
gregtech:gt.metaitem.01:2402, Clay Compound Dust
gregtech:gt.metaitem.01:2403, Crystalline Alloy Dust
gregtech:gt.metaitem.01:2404, Melodic Alloy Dust
gregtech:gt.metaitem.01:2405, Stellar Alloy Dust
gregtech:gt.metaitem.01:2406, Crystalline Pink Slime Dust
gregtech:gt.metaitem.01:2407, Energetic Silver Dust
gregtech:gt.metaitem.01:2408, Vivid Alloy Dust
gregtech:gt.metaitem.01:2412, Sluice Sand Dust
gregtech:gt.metaitem.01:2413, Bauxite Slag Dust
gregtech:gt.metaitem.01:2414, Ilmenite Slag Dust
gregtech:gt.metaitem.01:2470, Epoxid Pulp
gregtech:gt.metaitem.01:2471, Silicone Rubber Pulp
gregtech:gt.metaitem.01:2472, Polycaprolactam Pulp
gregtech:gt.metaitem.01:2473, Polytetrafluoroethylene Pulp
gregtech:gt.metaitem.01:2485, Alduorite Dust
gregtech:gt.metaitem.01:2488, Rubracium Dust
gregtech:gt.metaitem.01:2489, Vulcanite Dust
gregtech:gt.metaitem.01:2500, Diamond Dust
gregtech:gt.metaitem.01:2501, Emerald Dust
gregtech:gt.metaitem.01:2502, Ruby Dust
gregtech:gt.metaitem.01:2503, Sapphire Dust
gregtech:gt.metaitem.01:2504, Green Sapphire Dust
gregtech:gt.metaitem.01:2505, Olivine Dust
gregtech:gt.metaitem.01:2506, Nether Star Dust
gregtech:gt.metaitem.01:2507, Topaz Dust
gregtech:gt.metaitem.01:2508, Tanzanite Dust
gregtech:gt.metaitem.01:2509, Amethyst Dust
gregtech:gt.metaitem.01:2510, Opal Dust
gregtech:gt.metaitem.01:2511, Jasper Dust
gregtech:gt.metaitem.01:2512, Spinel Dust
gregtech:gt.metaitem.01:2513, Blue Topaz Dust
gregtech:gt.metaitem.01:2514, Amber Dust
gregtech:gt.metaitem.01:2515, Dilithium Dust
gregtech:gt.metaitem.01:2516, Certus Quartz Dust
gregtech:gt.metaitem.01:2518, Forcicium Dust
gregtech:gt.metaitem.01:2519, Forcillium Dust
gregtech:gt.metaitem.01:2520, Monazite Dust
gregtech:gt.metaitem.01:2521, Force Dust
gregtech:gt.metaitem.01:2522, Nether Quartz Dust
gregtech:gt.metaitem.01:2523, Quartzite Dust
gregtech:gt.metaitem.01:2524, Lazurite Dust
gregtech:gt.metaitem.01:2525, Sodalite Dust
gregtech:gt.metaitem.01:2526, Lapis Dust
gregtech:gt.metaitem.01:2527, Red Garnet Dust
gregtech:gt.metaitem.01:2528, Yellow Garnet Dust
gregtech:gt.metaitem.01:2529, Vinteum Dust
gregtech:gt.metaitem.01:2530, Apatite Dust
gregtech:gt.metaitem.01:2531, Niter Dust
gregtech:gt.metaitem.01:2532, Enderpearl Dust
gregtech:gt.metaitem.01:2533, Endereye Dust
gregtech:gt.metaitem.01:2534, Tricalcium Phosphate Dust
gregtech:gt.metaitem.01:2535, Coal Dust
gregtech:gt.metaitem.01:2536, Charcoal Dust
gregtech:gt.metaitem.01:2537, Jade Dust
gregtech:gt.metaitem.01:2538, Lignite Coal Dust
gregtech:gt.metaitem.01:2540, Aer Crystal Powder
gregtech:gt.metaitem.01:2541, Ignis Crystal Powder
gregtech:gt.metaitem.01:2542, Terra Crystal Powder
gregtech:gt.metaitem.01:2543, Aqua Crystal Powder
gregtech:gt.metaitem.01:2544, Perditio Crystal Powder
gregtech:gt.metaitem.01:2545, Ordo Crystal Powder
gregtech:gt.metaitem.01:2546, Roasted Copper Dust
gregtech:gt.metaitem.01:2547, Roasted Antimony Dust
gregtech:gt.metaitem.01:2548, Roasted Iron Dust
gregtech:gt.metaitem.01:2549, Roasted Nickel Dust
gregtech:gt.metaitem.01:2550, Roasted Zinc Dust
gregtech:gt.metaitem.01:2551, Roasted Cobalt Dust
gregtech:gt.metaitem.01:2552, Roasted Arsenic Dust
gregtech:gt.metaitem.01:2553, Roasted Lead Dust
gregtech:gt.metaitem.01:2563, Activated Carbon Dust
gregtech:gt.metaitem.01:2564, Pre-Activated Carbon Dust
gregtech:gt.metaitem.01:2565, Dirty Activated Carbon Dust
gregtech:gt.metaitem.01:2576, TPV-Alloy Dust
gregtech:gt.metaitem.01:2581, Transcendent Metal Dust
gregtech:gt.metaitem.01:2582, Enriched Holmium Dust
gregtech:gt.metaitem.01:2585, White Dwarf Matter Dust
gregtech:gt.metaitem.01:2586, Black Dwarf Matter Dust
gregtech:gt.metaitem.01:2588, SpaceTime Dust
gregtech:gt.metaitem.01:2590, Potassium Nitrate Dust
gregtech:gt.metaitem.01:2591, Chromium Trioxide Dust
gregtech:gt.metaitem.01:2594, Potassium Dichromate Dust
gregtech:gt.metaitem.01:2599, Polybenzimidazole Dust
gregtech:gt.metaitem.01:2607, Pyrochlore Dust
gregtech:gt.metaitem.01:2610, Fiber-Reinforced Epoxy Resin Pulp
gregtech:gt.metaitem.01:2611, Borosilicate Glass Dust
gregtech:gt.metaitem.01:2612, Ferrite Mixture Dust
gregtech:gt.metaitem.01:2613, Nickel-Zinc Ferrite Dust
gregtech:gt.metaitem.01:2614, Massicot Dust
gregtech:gt.metaitem.01:2615, Arsenic Trioxide Dust
gregtech:gt.metaitem.01:2616, Cobalt Oxide Dust
gregtech:gt.metaitem.01:2617, Zincite Dust
gregtech:gt.metaitem.01:2618, Antimony Trioxide Dust
gregtech:gt.metaitem.01:2619, Cupric Oxide Dust
gregtech:gt.metaitem.01:2620, Ferrosilite Dust
gregtech:gt.metaitem.01:2621, Magnesia Dust
gregtech:gt.metaitem.01:2622, Quicklime Dust
gregtech:gt.metaitem.01:2623, Potash Dust
gregtech:gt.metaitem.01:2624, Soda Ash Dust
gregtech:gt.metaitem.01:2625, Brick Dust
gregtech:gt.metaitem.01:2626, Fireclay Dust
gregtech:gt.metaitem.01:2630, Sodium Bisulfate Dust
gregtech:gt.metaitem.01:2631, Polyphenylene Sulfide Dust
gregtech:gt.metaitem.01:2633, Polydimethylsiloxane Pulp
gregtech:gt.metaitem.01:2634, Raw Styrene-Butadiene Rubber Dust
gregtech:gt.metaitem.01:2635, Styrene-Butadiene Rubber Pulp
gregtech:gt.metaitem.01:2636, Polystyrene Pulp
gregtech:gt.metaitem.01:2649, Polyvinyl Chloride Pulp
gregtech:gt.metaitem.01:2665, Phosphorous Pentoxide Dust
gregtech:gt.metaitem.01:2676, Metal Mixture Dust
gregtech:gt.metaitem.01:2685, Sodium Hydroxide Dust
gregtech:gt.metaitem.01:2695, Sodium Carbonate Dust
gregtech:gt.metaitem.01:2696, Sodium Aluminate Dust
gregtech:gt.metaitem.01:2697, Alumina Dust
gregtech:gt.metaitem.01:2698, Aluminium Hydroxide Dust
gregtech:gt.metaitem.01:2699, Cryolite Dust
gregtech:gt.metaitem.01:2702, Crushed Ice
gregtech:gt.metaitem.01:2719, Sodium Sulfide Dust
gregtech:gt.metaitem.01:2728, Snow Powder
gregtech:gt.metaitem.01:2744, Sodium Oxide Dust
gregtech:gt.metaitem.01:2749, Sodium Methoxide Dust
gregtech:gt.metaitem.01:2751, Sodium Hydride Dust
gregtech:gt.metaitem.01:2753, Triphenylphosphine Dust
gregtech:gt.metaitem.01:2754, Rhodium Chloride Dust
gregtech:gt.metaitem.01:2755, Sodium Borohydride Dust
gregtech:gt.metaitem.01:2756, Organorhodium Catalyst Dust
gregtech:gt.metaitem.01:2757, Cobalt II Nitrate Dust
gregtech:gt.metaitem.01:2758, Cobalt II Acetate Dust
gregtech:gt.metaitem.01:2759, Cobalt II Hydroxide Dust
gregtech:gt.metaitem.01:2761, Cobalt II Naphthenate Dust
gregtech:gt.metaitem.01:2765, Kevlar Dust
gregtech:gt.metaitem.01:2769, Bismuth Oxide Dust
gregtech:gt.metaitem.01:2770, Endium Dust
gregtech:gt.metaitem.01:2771, Raney Nickel Dust
gregtech:gt.metaitem.01:2772, Nickel Aluminide Dust
gregtech:gt.metaitem.01:2773, 2-Butin-1,4-diol Dust
gregtech:gt.metaitem.01:2775, Calcium Carbide Dust
gregtech:gt.metaitem.01:2779, para-Phenylenediamine Dust
gregtech:gt.metaitem.01:2782, Terephthaloyl Chloride Dust
gregtech:gt.metaitem.01:2785, Pentaerythritol Dust
gregtech:gt.metaitem.01:2790, Polyurethane Catalyst A Dust
gregtech:gt.metaitem.01:2796, 4,4'-Diphenylmethane Diisocyanate Dust
gregtech:gt.metaitem.01:2797, Calcium Hydride Dust
gregtech:gt.metaitem.01:2802, Flint Dust
gregtech:gt.metaitem.01:2804, Obsidian Dust
gregtech:gt.metaitem.01:2805, Clay Dust
gregtech:gt.metaitem.01:2807, Netherrack Dust
gregtech:gt.metaitem.01:2808, Endstone Dust
gregtech:gt.metaitem.01:2809, Wood Pulp
gregtech:gt.metaitem.01:2812, Electrotine Dust
gregtech:gt.metaitem.01:2813, Bluestone Dust
gregtech:gt.metaitem.01:2814, Nether Brick Dust
gregtech:gt.metaitem.01:2815, Ashes
gregtech:gt.metaitem.01:2816, Dark Ashes
gregtech:gt.metaitem.01:2817, Salt
gregtech:gt.metaitem.01:2818, Hydrated Coal Dust
gregtech:gt.metaitem.01:2819, Graphene Dust
gregtech:gt.metaitem.01:2820, Almandine Dust
gregtech:gt.metaitem.01:2821, Andradite Dust
gregtech:gt.metaitem.01:2822, Bauxite Dust
gregtech:gt.metaitem.01:2823, Calcite Dust
gregtech:gt.metaitem.01:2824, Cassiterite Dust
gregtech:gt.metaitem.01:2825, Chromite Dust
gregtech:gt.metaitem.01:2826, Cinnabar Dust
gregtech:gt.metaitem.01:2827, Cobaltite Dust
gregtech:gt.metaitem.01:2828, Sheldonite Dust
gregtech:gt.metaitem.01:2829, Deep Iron Dust
gregtech:gt.metaitem.01:2830, Galena Dust
gregtech:gt.metaitem.01:2831, Grossular Dust
gregtech:gt.metaitem.01:2832, Liveroot Dust
gregtech:gt.metaitem.01:2833, Phosphate Dust
gregtech:gt.metaitem.01:2834, Pyrite Dust
gregtech:gt.metaitem.01:2835, Pyrope Dust
gregtech:gt.metaitem.01:2836, Saltpeter Dust
gregtech:gt.metaitem.01:2837, Silicon Dioxide Dust
gregtech:gt.metaitem.01:2838, Spessartine Dust
gregtech:gt.metaitem.01:2839, Sphalerite Dust
gregtech:gt.metaitem.01:2840, Tetrahedrite Dust
gregtech:gt.metaitem.01:2841, Tungstate Dust
gregtech:gt.metaitem.01:2842, Uvarovite Dust
gregtech:gt.metaitem.01:2843, Pyrotheum Dust
gregtech:gt.metaitem.01:2844, Basalt Dust
gregtech:gt.metaitem.01:2845, Marble Dust
gregtech:gt.metaitem.01:2846, Redrock Dust
gregtech:gt.metaitem.01:2847, Potassium Feldspar Dust
gregtech:gt.metaitem.01:2848, Biotite Dust
gregtech:gt.metaitem.01:2849, Black Granite Dust
gregtech:gt.metaitem.01:2850, Red Granite Dust
gregtech:gt.metaitem.01:2851, Blizz Dust
gregtech:gt.metaitem.01:2853, Cobalt Hexahydrate Dust
gregtech:gt.metaitem.01:2854, Construction Foam Dust
gregtech:gt.metaitem.01:2855, Chalcopyrite Dust
gregtech:gt.metaitem.01:2856, Silicon Solar Grade (Poly SI) Dust
gregtech:gt.metaitem.01:2858, Crude Oil Dust
gregtech:gt.metaitem.01:2861, Emery Dust
gregtech:gt.metaitem.01:2862, Epidote Dust
gregtech:gt.metaitem.01:2865, Graphite Dust
gregtech:gt.metaitem.01:2867, Greenstone Dust
gregtech:gt.metaitem.01:2868, Trinium Dust
gregtech:gt.metaitem.01:2870, Magnetite Dust
gregtech:gt.metaitem.01:2871, Malachite Dust
gregtech:gt.metaitem.01:2872, Migmatite Dust
gregtech:gt.metaitem.01:2873, Pitchblende
gregtech:gt.metaitem.01:2874, Polyethylene Pulp
gregtech:gt.metaitem.01:2876, Siltstone Dust
gregtech:gt.metaitem.01:2877, Soapstone Dust
gregtech:gt.metaitem.01:2878, Oilsands Dust
gregtech:gt.metaitem.01:2879, Chad
gregtech:gt.metaitem.01:2880, Rubber Pulp
gregtech:gt.metaitem.01:2881, Flour
gregtech:gt.metaitem.01:2882, Wulfenite Dust
gregtech:gt.metaitem.01:2883, Powellite Dust
gregtech:gt.metaitem.01:2884, Desh Dust
gregtech:gt.metaitem.01:2885, Milk Powder
gregtech:gt.metaitem.01:2886, Chocolate Powder
gregtech:gt.metaitem.01:2887, Cocoa Powder
gregtech:gt.metaitem.01:2888, Coffee Powder
gregtech:gt.metaitem.01:2889, Sealed Wood Pulp
gregtech:gt.metaitem.01:2890, Glass Dust
gregtech:gt.metaitem.01:2891, Rare Earth
gregtech:gt.metaitem.01:2892, Mince Meat
gregtech:gt.metaitem.01:2893, Cooked Mince Meat
gregtech:gt.metaitem.01:2894, Cheese Powder
gregtech:gt.metaitem.01:2895, Chili Powder
gregtech:gt.metaitem.01:2896, Raw Rubber Dust
gregtech:gt.metaitem.01:2898, Cryotheum Dust
gregtech:gt.metaitem.01:2900, Mirabilite Dust
gregtech:gt.metaitem.01:2901, Mica Dust
gregtech:gt.metaitem.01:2902, Talc
gregtech:gt.metaitem.01:2903, Trona Dust
gregtech:gt.metaitem.01:2904, Barite Dust
gregtech:gt.metaitem.01:2905, Bastnasite Dust
gregtech:gt.metaitem.01:2906, Garnierite Dust
gregtech:gt.metaitem.01:2907, Lepidolite Dust
gregtech:gt.metaitem.01:2908, Magnesite Dust
gregtech:gt.metaitem.01:2909, Pentlandite Dust
gregtech:gt.metaitem.01:2910, Scheelite Dust
gregtech:gt.metaitem.01:2911, Alunite Dust
gregtech:gt.metaitem.01:2912, Chrysotile Dust
gregtech:gt.metaitem.01:2913, Realgar Dust
gregtech:gt.metaitem.01:2914, Dolomite Dust
gregtech:gt.metaitem.01:2915, Wollastonite Dust
gregtech:gt.metaitem.01:2916, Zeolite Dust
gregtech:gt.metaitem.01:2917, Banded Iron Dust
gregtech:gt.metaitem.01:2918, Ilmenite Dust
gregtech:gt.metaitem.01:2919, Pollucite Dust
gregtech:gt.metaitem.01:2920, Spodumene Dust
gregtech:gt.metaitem.01:2921, Tantalite Dust
gregtech:gt.metaitem.01:2922, Uraninite Dust
gregtech:gt.metaitem.01:2923, Vanadium Magnetite Dust
gregtech:gt.metaitem.01:2924, Kyanite Dust
gregtech:gt.metaitem.01:2925, Perlite Dust
gregtech:gt.metaitem.01:2926, Pumice Dust
gregtech:gt.metaitem.01:2927, Bentonite
gregtech:gt.metaitem.01:2928, Fullers Earth
gregtech:gt.metaitem.01:2929, Kaolinite
gregtech:gt.metaitem.01:2930, Brown Limonite Dust
gregtech:gt.metaitem.01:2931, Yellow Limonite Dust
gregtech:gt.metaitem.01:2932, Vermiculite
gregtech:gt.metaitem.01:2933, Glauconite Dust
gregtech:gt.metaitem.01:2934, Gypsum Dust
gregtech:gt.metaitem.01:2935, Basaltic Mineral Sand
gregtech:gt.metaitem.01:2936, Granitic Mineral Sand
gregtech:gt.metaitem.01:2937, Cassiterite Sand
gregtech:gt.metaitem.01:2938, Garnet Sand
gregtech:gt.metaitem.01:2939, Quartz Sand
gregtech:gt.metaitem.01:2940, Volcanic Ashes
gregtech:gt.metaitem.01:2941, Borax Dust
gregtech:gt.metaitem.01:2942, Molybdenite Dust
gregtech:gt.metaitem.01:2943, Pyrolusite Dust
gregtech:gt.metaitem.01:2944, Rock Salt
gregtech:gt.metaitem.01:2945, Stibnite Dust
gregtech:gt.metaitem.01:2946, Asbestos Dust
gregtech:gt.metaitem.01:2947, Concrete Dust
gregtech:gt.metaitem.01:2948, Diatomite Dust
gregtech:gt.metaitem.01:2949, Glauconite Sand
gregtech:gt.metaitem.01:2951, Vyroxeres Dust
gregtech:gt.metaitem.01:2952, Ceruclase Dust
gregtech:gt.metaitem.01:2956, Tartarite Dust
gregtech:gt.metaitem.01:2966, Orichalcum Dust
gregtech:gt.metaitem.01:2969, Aluminium Fluoride Dust
gregtech:gt.metaitem.01:2970, Void Dust
gregtech:gt.metaitem.01:2971, Calcium Disilicide Dust
gregtech:gt.metaitem.01:2974, Superconductor Base UEV Dust
gregtech:gt.metaitem.01:2975, Draconium Dust
gregtech:gt.metaitem.01:2976, Awakened Draconium Dust
gregtech:gt.metaitem.01:2977, Blood Infused Iron Dust
gregtech:gt.metaitem.01:2978, Ichorium Dust
gregtech:gt.metaitem.01:2979, Radox Polymer Dust
gregtech:gt.metaitem.01:2980, Gallium Arsenide Dust
gregtech:gt.metaitem.01:2981, Indium Gallium Phosphide Dust
gregtech:gt.metaitem.01:2982, Cosmic Neutronium Dust
gregtech:gt.metaitem.01:2984, Flerovium Dust
gregtech:gt.metaitem.01:2985, Superconductor Base UHV Dust
gregtech:gt.metaitem.01:2986, Superconductor Base UV Dust
gregtech:gt.metaitem.01:2987, Superconductor Base MV Dust
gregtech:gt.metaitem.01:2988, Superconductor Base HV Dust
gregtech:gt.metaitem.01:2989, Superconductor Base EV Dust
gregtech:gt.metaitem.01:2990, Superconductor Base IV Dust
gregtech:gt.metaitem.01:2991, Superconductor Base LuV Dust
